OBS,solar.time,UTC,MST,battery,water.temp,DO.obs,DO.sat,Q
1758,1595728260,           2020-07-26 01:51:00,           2020-07-25 19:51:00,3.07,20.24,9.034,99.835467,0.973
1759,1595728860,           2020-07-26 02:01:00,           2020-07-25 20:01:00,3.07,20.165,8.962,98.892782,0.973
1760,1595729460,           2020-07-26 02:11:00,           2020-07-25 20:11:00,3.07,20.098,8.888,97.946011,0.973
1761,1595730060,           2020-07-26 02:21:00,           2020-07-25 20:21:00,3.07,20.015,8.796,96.772586,0.972
1762,1595730660,           2020-07-26 02:31:00,           2020-07-25 20:31:00,3.07,19.956,8.721,95.835005,0.972
1763,1595731260,           2020-07-26 02:41:00,           2020-07-25 20:41:00,3.07,19.889,8.637,94.785506,0.972
1764,1595731860,           2020-07-26 02:51:00,           2020-07-25 20:51:00,3.07,19.814,8.561,93.81122,0.973
1765,1595732460,           2020-07-26 03:01:00,           2020-07-25 21:01:00,3.07,19.73,8.471,92.669639,0.972
1766,1595733060,           2020-07-26 03:11:00,           2020-07-25 21:11:00,3.07,19.655,8.383,91.569718,0.972
1767,1595733660,           2020-07-26 03:21:00,           2020-07-25 21:21:00,3.07,19.58,8.303,90.559974,0.972
1768,1595734260,           2020-07-26 03:31:00,           2020-07-25 21:31:00,3.07,19.496,8.22,89.504081,0.972
1769,1595734860,           2020-07-26 03:41:00,           2020-07-25 21:41:00,3.07,19.412,8.136,88.440409,0.973
1770,1595735460,           2020-07-26 03:51:00,           2020-07-25 21:51:00,3.07,19.311,8.058,87.415119,0.972
1771,1595736060,           2020-07-26 04:01:00,           2020-07-25 22:01:00,3.07,19.219,7.981,86.419809,0.973
1772,1595736660,           2020-07-26 04:11:00,           2020-07-25 22:11:00,3.07,19.127,7.91,85.492492,0.973
1773,1595737260,           2020-07-26 04:21:00,           2020-07-25 22:21:00,3.07,19.043,7.819,84.365935,0.972
1774,1595737860,           2020-07-26 04:31:00,           2020-07-25 22:31:00,3.07,18.942,7.75,83.451055,0.973
1775,1595738460,           2020-07-26 04:41:00,           2020-07-25 22:41:00,3.07,18.825,7.677,82.469574,0.972
1776,1595739060,           2020-07-26 04:51:00,           2020-07-25 22:51:00,3.07,18.749,7.607,81.591867,0.972
1777,1595739660,           2020-07-26 05:01:00,           2020-07-25 23:01:00,3.07,18.657,7.534,80.65818,0.972
1778,1595740260,           2020-07-26 05:11:00,           2020-07-25 23:11:00,3.07,18.573,7.475,79.890065,0.972
1779,1595740860,           2020-07-26 05:21:00,           2020-07-25 23:21:00,3.07,18.472,7.423,79.171424,0.973
1780,1595741460,           2020-07-26 05:31:00,           2020-07-25 23:31:00,3.07,18.388,7.374,78.514281,0.973
1781,1595742060,           2020-07-26 05:41:00,           2020-07-25 23:41:00,3.07,18.329,7.308,77.717935,0.973
1782,1595742660,           2020-07-26 05:51:00,           2020-07-25 23:51:00,3.07,18.228,7.258,77.027096,0.972
1783,1595743260,           2020-07-26 06:01:00,           2020-07-26 00:01:00,3.07,18.152,7.206,76.35641,0.972
1784,1595743860,           2020-07-26 06:11:00,           2020-07-26 00:11:00,3.07,18.085,7.163,75.796675,0.973
1785,1595744460,           2020-07-26 06:21:00,           2020-07-26 00:21:00,3.07,18.018,7.12,75.238217,0.973
1786,1595745060,           2020-07-26 06:31:00,           2020-07-26 00:31:00,3.07,17.925,7.084,74.714984,0.972
1787,1595745660,           2020-07-26 06:41:00,           2020-07-26 00:41:00,3.07,17.849,7.051,74.250807,0.972
1788,1595746260,           2020-07-26 06:51:00,           2020-07-26 00:51:00,3.07,17.756,7.027,73.856505,0.973
1789,1595746860,           2020-07-26 07:01:00,           2020-07-26 01:01:00,3.07,17.672,7.002,73.466377,0.972
1790,1595747460,           2020-07-26 07:11:00,           2020-07-26 01:11:00,3.07,17.596,6.978,73.099759,0.972
1791,1595748060,           2020-07-26 07:21:00,           2020-07-26 01:21:00,3.07,17.512,6.97,72.88925,0.973
1792,1595748660,           2020-07-26 07:31:00,           2020-07-26 01:31:00,3.07,17.436,6.946,72.524064,0.973
1793,1595749260,           2020-07-26 07:41:00,           2020-07-26 01:41:00,3.07,17.351,6.937,72.302573,0.973
1794,1595749860,           2020-07-26 07:51:00,           2020-07-26 01:51:00,3.07,17.266,6.928,72.081458,0.973
1795,1595750460,           2020-07-26 08:01:00,           2020-07-26 02:01:00,3.08,17.207,6.918,71.8892,0.973
1796,1595751060,           2020-07-26 08:11:00,           2020-07-26 02:11:00,3.08,17.123,6.907,71.649535,0.973
1797,1595751660,           2020-07-26 08:21:00,           2020-07-26 02:21:00,3.08,17.055,6.895,71.423781,0.973
1798,1595752260,           2020-07-26 08:31:00,           2020-07-26 02:31:00,3.08,16.979,6.894,71.300287,0.973
1799,1595752860,           2020-07-26 08:41:00,           2020-07-26 02:41:00,3.08,16.911,6.891,71.168107,0.973
1800,1595753460,           2020-07-26 08:51:00,           2020-07-26 02:51:00,3.08,16.843,6.887,71.025732,0.973
1801,1595754060,           2020-07-26 09:01:00,           2020-07-26 03:01:00,3.07,16.792,6.88,70.877838,0.973
1802,1595754660,           2020-07-26 09:11:00,           2020-07-26 03:11:00,3.07,16.741,6.872,70.719823,0.973
1803,1595755260,           2020-07-26 09:21:00,           2020-07-26 03:21:00,3.07,16.673,6.871,70.608773,0.973
1804,1595755860,           2020-07-26 09:31:00,           2020-07-26 03:31:00,3.07,16.639,6.868,70.527597,0.973
1805,1595756460,           2020-07-26 09:41:00,           2020-07-26 03:41:00,3.07,16.588,6.866,70.431575,0.973
1806,1595757060,           2020-07-26 09:51:00,           2020-07-26 03:51:00,3.07,16.537,6.867,70.366353,0.973
1807,1595757660,           2020-07-26 10:01:00,           2020-07-26 04:01:00,3.07,16.461,6.88,70.386903,0.973
1808,1595758260,           2020-07-26 10:11:00,           2020-07-26 04:11:00,3.07,16.401,6.89,70.400162,0.973
1809,1595758860,           2020-07-26 10:21:00,           2020-07-26 04:21:00,3.07,16.342,6.89,70.312621,0.973
1810,1595759460,           2020-07-26 10:31:00,           2020-07-26 04:31:00,3.07,16.282,6.902,70.345924,0.973
1811,1595760060,           2020-07-26 10:41:00,           2020-07-26 04:41:00,3.08,16.214,6.909,70.316148,0.973
1812,1595760660,           2020-07-26 10:51:00,           2020-07-26 04:51:00,3.08,16.103,6.93,70.364372,0.974
1813,1595761260,           2020-07-26 11:01:00,           2020-07-26 05:01:00,3.08,16.052,6.929,70.278214,0.973
1814,1595761860,           2020-07-26 11:11:00,           2020-07-26 05:11:00,3.08,15.975,6.941,70.285006,0.973
1815,1595762460,           2020-07-26 11:21:00,           2020-07-26 05:21:00,3.08,15.915,6.956,70.347183,0.973
1816,1595763060,           2020-07-26 11:31:00,           2020-07-26 05:31:00,3.08,15.847,6.956,70.245534,0.973
1817,1595763660,           2020-07-26 11:41:00,           2020-07-26 05:41:00,3.08,15.787,6.975,70.347496,0.973
1818,1595764260,           2020-07-26 11:51:00,           2020-07-26 05:51:00,3.07,15.693,6.989,70.3476,0.973
1819,1595764860,           2020-07-26 12:01:00,           2020-07-26 06:01:00,3.07,15.625,6.999,70.346075,0.973
1820,1595765460,           2020-07-26 12:11:00,           2020-07-26 06:11:00,3.07,15.522,7.023,70.432052,0.974
1821,1595766060,           2020-07-26 12:21:00,           2020-07-26 06:21:00,3.07,15.462,7.037,70.481872,0.973
1822,1595766660,           2020-07-26 12:31:00,           2020-07-26 06:31:00,3.07,15.402,7.052,70.541359,0.973
1823,1595767260,           2020-07-26 12:41:00,           2020-07-26 06:41:00,3.07,15.316,7.087,70.760785,0.974
1824,1595767860,           2020-07-26 12:51:00,           2020-07-26 06:51:00,3.08,15.248,7.116,70.946621,0.973
1825,1595768460,           2020-07-26 13:01:00,           2020-07-26 07:01:00,3.08,15.179,7.157,71.249575,0.974
1826,1595769060,           2020-07-26 13:11:00,           2020-07-26 07:11:00,3.08,15.136,7.183,71.442244,0.973
1827,1595769660,           2020-07-26 13:21:00,           2020-07-26 07:21:00,3.08,15.11,7.219,71.760098,0.972
1828,1595770260,           2020-07-26 13:31:00,           2020-07-26 07:31:00,3.08,15.05,7.271,72.183576,0.972
1829,1595770860,           2020-07-26 13:41:00,           2020-07-26 07:41:00,3.08,15.024,7.331,72.738422,0.972
1830,1595771460,           2020-07-26 13:51:00,           2020-07-26 07:51:00,3.08,15.015,7.376,73.170701,0.972
1831,1595772060,           2020-07-26 14:01:00,           2020-07-26 08:01:00,3.08,14.998,7.426,73.63968,0.971
1832,1595772660,           2020-07-26 14:11:00,           2020-07-26 08:11:00,3.08,15.015,7.496,74.361113,0.972
1833,1595773260,           2020-07-26 14:21:00,           2020-07-26 08:21:00,3.08,14.998,7.55,74.869322,0.971
1834,1595773860,           2020-07-26 14:31:00,           2020-07-26 08:31:00,3.08,15.033,7.612,75.54118,0.971
1835,1595774460,           2020-07-26 14:41:00,           2020-07-26 08:41:00,3.08,15.033,7.681,76.225934,0.97
1836,1595775060,           2020-07-26 14:51:00,           2020-07-26 08:51:00,3.08,15.067,7.753,76.996902,0.97
1837,1595775660,           2020-07-26 15:01:00,           2020-07-26 09:01:00,3.08,15.127,7.815,77.713061,0.97
1838,1595776260,           2020-07-26 15:11:00,           2020-07-26 09:11:00,3.07,15.153,7.893,78.532659,0.969
1839,1595776860,           2020-07-26 15:21:00,           2020-07-26 09:21:00,3.07,15.213,7.96,79.301611,0.969
1840,1595777460,           2020-07-26 15:31:00,           2020-07-26 09:31:00,3.07,15.265,8.022,80.008681,0.968
1841,1595778060,           2020-07-26 15:41:00,           2020-07-26 09:41:00,3.07,15.342,8.097,80.890352,0.968
1842,1595778660,           2020-07-26 15:51:00,           2020-07-26 09:51:00,3.07,15.445,8.152,81.619872,0.968
1843,1595779260,           2020-07-26 16:01:00,           2020-07-26 10:01:00,3.07,15.513,8.229,82.510858,0.968
1844,1595779860,           2020-07-26 16:11:00,           2020-07-26 10:11:00,3.07,15.625,8.296,83.38206,0.967
1845,1595780460,           2020-07-26 16:21:00,           2020-07-26 10:21:00,3.07,15.719,8.363,84.224253,0.967
1846,1595781060,           2020-07-26 16:31:00,           2020-07-26 10:31:00,3.08,15.83,8.427,85.069725,0.967
1847,1595781660,           2020-07-26 16:41:00,           2020-07-26 10:41:00,3.08,15.924,8.497,85.948008,0.966
1848,1595782260,           2020-07-26 16:51:00,           2020-07-26 10:51:00,3.08,16.06,8.563,86.865988,0.967
1849,1595782860,           2020-07-26 17:01:00,           2020-07-26 11:01:00,3.07,16.154,8.63,87.720157,0.966
1850,1595783460,           2020-07-26 17:11:00,           2020-07-26 11:11:00,3.07,16.291,8.699,88.677994,0.966
1851,1595784060,           2020-07-26 17:21:00,           2020-07-26 11:21:00,3.07,16.401,8.765,89.558407,0.966
1852,1595784660,           2020-07-26 17:31:00,           2020-07-26 11:31:00,3.07,16.537,8.841,90.59399,0.966
1853,1595785260,           2020-07-26 17:41:00,           2020-07-26 11:41:00,3.07,16.682,8.915,91.630925,0.966
1854,1595785860,           2020-07-26 17:51:00,           2020-07-26 11:51:00,3.07,16.817,8.977,92.529573,0.966
1855,1595786460,           2020-07-26 18:01:00,           2020-07-26 12:01:00,3.08,16.97,9.035,93.425742,0.966
1856,1595787060,           2020-07-26 18:11:00,           2020-07-26 12:11:00,3.07,17.131,9.108,94.497276,0.966
1857,1595787660,           2020-07-26 18:21:00,           2020-07-26 12:21:00,3.07,17.258,9.16,95.288167,0.965
1858,1595788260,           2020-07-26 18:31:00,           2020-07-26 12:31:00,3.07,17.427,9.24,96.458021,0.966
1859,1595788860,           2020-07-26 18:41:00,           2020-07-26 12:41:00,3.07,17.579,9.269,97.065589,0.966
1860,1595789460,           2020-07-26 18:51:00,           2020-07-26 12:51:00,3.07,17.714,9.342,98.103082,0.966
1861,1595790060,           2020-07-26 19:01:00,           2020-07-26 13:01:00,3.07,17.866,9.411,99.137536,0.966
1862,1595790660,           2020-07-26 19:11:00,           2020-07-26 13:11:00,3.07,18.018,9.45,99.859712,0.966
1863,1595791260,           2020-07-26 19:21:00,           2020-07-26 13:21:00,3.07,18.186,9.489,100.61759,0.966
1864,1595791860,           2020-07-26 19:31:00,           2020-07-26 13:31:00,3.07,18.329,9.546,101.518255,0.966
1865,1595792460,           2020-07-26 19:41:00,           2020-07-26 13:41:00,3.07,18.464,9.582,102.182,0.966
1866,1595793060,           2020-07-26 19:51:00,           2020-07-26 13:51:00,3.07,18.632,9.609,102.820686,0.966
1867,1595793660,           2020-07-26 20:01:00,           2020-07-26 14:01:00,3.07,18.775,9.644,103.49504,0.966
1868,1595794260,           2020-07-26 20:11:00,           2020-07-26 14:11:00,3.07,18.909,9.714,104.529411,0.968
1869,1595794860,           2020-07-26 20:21:00,           2020-07-26 14:21:00,3.07,19.052,9.718,104.874926,0.966
1870,1595795460,           2020-07-26 20:31:00,           2020-07-26 14:31:00,3.07,19.186,9.746,105.461505,0.967
1871,1595796060,           2020-07-26 20:41:00,           2020-07-26 14:41:00,3.07,19.303,9.761,105.872653,0.966
1872,1595796660,           2020-07-26 20:51:00,           2020-07-26 14:51:00,3.07,19.429,9.781,106.358236,0.967
1873,1595797260,           2020-07-26 21:01:00,           2020-07-26 15:01:00,3.07,19.554,9.807,106.908321,0.967
1874,1595797860,           2020-07-26 21:11:00,           2020-07-26 15:11:00,3.07,19.672,9.83,107.412152,0.968
1875,1595798460,           2020-07-26 21:21:00,           2020-07-26 15:21:00,3.07,19.797,9.827,107.647535,0.968
1876,1595799060,           2020-07-26 21:31:00,           2020-07-26 15:31:00,3.06,19.923,9.836,108.016815,0.968
1877,1595799660,           2020-07-26 21:41:00,           2020-07-26 15:41:00,3.07,20.023,9.82,108.055687,0.967
1878,1595800260,           2020-07-26 21:51:00,           2020-07-26 15:51:00,3.07,20.157,9.816,108.299225,0.968
1879,1595800860,           2020-07-26 22:01:00,           2020-07-26 16:01:00,3.07,20.257,9.823,108.591299,0.968
1880,1595801460,           2020-07-26 22:11:00,           2020-07-26 16:11:00,3.07,20.349,9.817,108.722581,0.968
1881,1595802060,           2020-07-26 22:21:00,           2020-07-26 16:21:00,3.07,20.449,9.794,108.682229,0.968
1882,1595802660,           2020-07-26 22:31:00,           2020-07-26 16:31:00,3.07,20.541,9.785,108.779472,0.968
1883,1595803260,           2020-07-26 22:41:00,           2020-07-26 16:41:00,3.07,20.608,9.774,108.80062,0.968
1884,1595803860,           2020-07-26 22:51:00,           2020-07-26 16:51:00,3.07,20.683,9.765,108.860893,0.969
1885,1595804460,           2020-07-26 23:01:00,           2020-07-26 17:01:00,3.06,20.734,9.736,108.646414,0.968
1886,1595805060,           2020-07-26 23:11:00,           2020-07-26 17:11:00,3.06,20.767,9.714,108.471172,0.969
1887,1595805660,           2020-07-26 23:21:00,           2020-07-26 17:21:00,3.06,20.792,9.692,108.278624,0.971
1888,1595806260,           2020-07-26 23:31:00,           2020-07-26 17:31:00,3.06,20.792,9.656,107.876433,0.971
1889,1595806860,           2020-07-26 23:41:00,           2020-07-26 17:41:00,3.06,20.792,9.651,107.820573,0.973
1890,1595807460,           2020-07-26 23:51:00,           2020-07-26 17:51:00,3.06,20.825,9.612,107.454407,0.973
1891,1595808060,           2020-07-27 00:01:00,           2020-07-26 18:01:00,3.06,20.859,9.567,107.022664,0.972
1892,1595808660,           2020-07-27 00:11:00,           2020-07-26 18:11:00,3.06,20.884,9.538,106.75054,0.973
1893,1595809260,           2020-07-27 00:21:00,           2020-07-26 18:21:00,3.06,20.867,9.504,106.334577,0.972
1894,1595809860,           2020-07-27 00:31:00,           2020-07-26 18:31:00,3.06,20.884,9.454,105.810401,0.972
1895,1595810460,           2020-07-27 00:41:00,           2020-07-26 18:41:00,3.06,20.892,9.415,105.390426,0.973
1896,1595811060,           2020-07-27 00:51:00,           2020-07-26 18:51:00,3.06,20.892,9.367,104.853119,0.973
1897,1595811660,           2020-07-27 01:01:00,           2020-07-26 19:01:00,3.06,20.892,9.306,104.170293,0.972
1898,1595812260,           2020-07-27 01:11:00,           2020-07-26 19:11:00,3.06,20.892,9.254,103.588211,0.972
1899,1595812860,           2020-07-27 01:21:00,           2020-07-26 19:21:00,3.06,20.859,9.201,102.928351,0.972
1900,1595813460,           2020-07-27 01:31:00,           2020-07-26 19:31:00,3.06,20.85,9.146,102.295036,0.973
1901,1595814060,           2020-07-27 01:41:00,           2020-07-26 19:41:00,3.06,20.817,9.079,101.479972,0.973
1902,1595814660,           2020-07-27 01:51:00,           2020-07-26 19:51:00,3.06,20.759,9.008,100.571842,0.972
1903,1595815260,           2020-07-27 02:01:00,           2020-07-26 20:01:00,3.06,20.717,8.945,99.786124,0.972
1904,1595815860,           2020-07-27 02:11:00,           2020-07-26 20:11:00,3.06,20.675,8.863,98.789799,0.972
1905,1595816460,           2020-07-27 02:21:00,           2020-07-26 20:21:00,3.06,20.633,8.785,97.839545,0.972
1906,1595817060,           2020-07-27 02:31:00,           2020-07-26 20:31:00,3.07,20.566,8.725,97.043265,0.973
1907,1595817660,           2020-07-27 02:41:00,           2020-07-26 20:41:00,3.07,20.525,8.62,95.798008,0.972
1908,1595818260,           2020-07-27 02:51:00,           2020-07-26 20:51:00,3.07,20.441,8.549,94.851719,0.973
1909,1595818860,           2020-07-27 03:01:00,           2020-07-26 21:01:00,3.07,20.374,8.452,93.651545,0.973
1910,1595819460,           2020-07-27 03:11:00,           2020-07-26 21:11:00,3.07,20.307,8.355,92.454248,0.972
1911,1595820060,           2020-07-27 03:21:00,           2020-07-26 21:21:00,3.07,20.24,8.277,91.469799,0.973
1912,1595820660,           2020-07-27 03:31:00,           2020-07-26 21:31:00,3.07,20.14,8.174,90.152771,0.972
1913,1595821260,           2020-07-27 03:41:00,           2020-07-26 21:41:00,3.07,20.048,8.097,89.140669,0.972
1914,1595821860,           2020-07-27 03:51:00,           2020-07-26 21:51:00,3.06,19.956,8.011,88.032821,0.972
1915,1595822460,           2020-07-27 04:01:00,           2020-07-26 22:01:00,3.06,19.889,7.922,86.938842,0.972
1916,1595823060,           2020-07-27 04:11:00,           2020-07-26 22:11:00,3.06,19.772,7.854,85.991902,0.972
